geo,indicator,forecast_2023,model_used
FI1B,gfcf,27574.275,Single (Univariate)
FI1C,gfcf,9606.157,Single (Univariate)
FI1D,gfcf,13228.458,Single (Univariate)
FI20,gfcf,333.407,Single (Univariate)
FIZZ,gfcf,3.6330137,Single (Univariate)
HU11,gfcf,11832.252,Single (Univariate)
HU12,gfcf,4766.221,Single (Univariate)
HU21,gfcf,5026.9023,Single (Univariate)
HU22,gfcf,3925.7134,Single (Univariate)
HU23,gfcf,4520.442,Single (Univariate)
HU31,gfcf,3845.9097,Single (Univariate)
HU32,gfcf,5258.0884,Single (Univariate)
HU33,gfcf,4968.137,Single (Univariate)
HUZZ,gfcf,0.0,Single (Univariate)
IE04,gfcf,5402.593,Single (Univariate)
IE05,gfcf,30178.914,Single (Univariate)
IE06,gfcf,51468.715,Single (Univariate)
ITC1,gfcf,38832.38,Single (Univariate)
ITC2,gfcf,1257.4608,Single (Univariate)
ITC3,gfcf,10559.113,Single (Univariate)
ITC4,gfcf,88009.625,Single (Univariate)
ITF1,gfcf,7423.6226,Single (Univariate)
ITF2,gfcf,1624.9178,Single (Univariate)
ITF3,gfcf,23977.959,Single (Univariate)
ITF4,gfcf,17375.695,Single (Univariate)
ITF5,gfcf,3428.789,Single (Univariate)
ITF6,gfcf,7990.6426,Single (Univariate)
ITG1,gfcf,19188.863,Single (Univariate)
ITG2,gfcf,8241.392,Single (Univariate)
ITH1,gfcf,7472.0273,Single (Univariate)
ITH2,gfcf,5185.4736,Single (Univariate)
ITH3,gfcf,38661.027,Single (Univariate)
ITH4,gfcf,8821.657,Single (Univariate)
ITH5,gfcf,38567.637,Single (Univariate)
ITI1,gfcf,24098.492,Single (Univariate)
ITI2,gfcf,5229.293,Single (Univariate)
ITI3,gfcf,8863.521,Single (Univariate)
ITI4,gfcf,42922.54,Single (Univariate)
ITZZ,gfcf,372.56073,Single (Univariate)
LT01,gfcf,7193.0615,Single (Univariate)
LT02,gfcf,9053.508,Single (Univariate)
LVZZ,gfcf,0.0,Single (Univariate)
MK00,gfcf,3084.5957,Single (Univariate)
MTZZ,gfcf,0.0,Single (Univariate)
NL11,gfcf,4694.505,Single (Univariate)
NL12,gfcf,6321.9644,Single (Univariate)
NL13,gfcf,3846.67,Single (Univariate)
NL21,gfcf,11169.6875,Single (Univariate)
NL22,gfcf,23808.12,Single (Univariate)
NL23,gfcf,3528.113,Single (Univariate)
NL32,gfcf,37789.875,Single (Univariate)
NL34,gfcf,4530.625,Single (Univariate)
NL41,gfcf,28304.908,Single (Univariate)
NL42,gfcf,10959.843,Single (Univariate)
NLZZ,gfcf,138.63986,Single (Univariate)
NO02,gfcf,4154.9805,Single (Univariate)
NO06,gfcf,5766.119,Single (Univariate)
NO07,gfcf,6188.3047,Single (Univariate)
NO08,gfcf,23562.727,Single (Univariate)
NO09,gfcf,7800.182,Single (Univariate)
NO0A,gfcf,17570.18,Single (Univariate)
NO0B,gfcf,96.20234,Single (Univariate)
NOZZ,gfcf,20036.578,Single (Univariate)
PL21,gfcf,8090.822,Single (Univariate)
PL22,gfcf,10682.437,Single (Univariate)
PL41,gfcf,10732.448,Single (Univariate)
PL42,gfcf,4477.481,Single (Univariate)
PL43,gfcf,2144.2827,Single (Univariate)
PL51,gfcf,7398.5933,Single (Univariate)
PL52,gfcf,2362.117,Single (Univariate)
PL61,gfcf,4059.3079,Single (Univariate)
PL62,gfcf,2768.7234,Single (Univariate)
PL63,gfcf,5812.1465,Single (Univariate)
PL71,gfcf,4838.862,Single (Univariate)
PL72,gfcf,1997.9509,Single (Univariate)
PL81,gfcf,3810.6284,Single (Univariate)
PL82,gfcf,3926.5796,Single (Univariate)
PL84,gfcf,2899.6836,Single (Univariate)
PL91,gfcf,19483.295,Single (Univariate)
PL92,gfcf,6342.2227,Single (Univariate)
PLZZ,gfcf,0.0,Single (Univariate)
PT11,gfcf,15769.893,Single (Univariate)
PT15,gfcf,2225.147,Single (Univariate)
PT20,gfcf,910.7167,Single (Univariate)
PT30,gfcf,1044.5618,Single (Univariate)
PTZZ,gfcf,12.728908,Single (Univariate)
RO11,gfcf,7172.1523,Single (Univariate)
RO12,gfcf,6269.363,Single (Univariate)
RO21,gfcf,5411.7925,Single (Univariate)
RO22,gfcf,4267.3105,Single (Univariate)
RO31,gfcf,5290.8506,Single (Univariate)
RO32,gfcf,28121.26,Single (Univariate)
RO41,gfcf,3029.7407,Single (Univariate)
RO42,gfcf,4649.354,Single (Univariate)
ROZZ,gfcf,0.0,Single (Univariate)
RS11,gfcf,7097.2324,Single (Univariate)
RS12,gfcf,3366.6184,Single (Univariate)
RS21,gfcf,1499.0079,Single (Univariate)
RS22,gfcf,2275.9377,Single (Univariate)
RSZZ,gfcf,0.0,Single (Univariate)
SE11,gfcf,42615.316,Single (Univariate)
SE12,gfcf,21224.51,Single (Univariate)
SE21,gfcf,8621.201,Single (Univariate)
SE22,gfcf,16050.398,Single (Univariate)
SE23,gfcf,27460.121,Single (Univariate)
SE31,gfcf,7282.1484,Single (Univariate)
SE32,gfcf,4128.536,Single (Univariate)
SE33,gfcf,9507.065,Single (Univariate)
SEZZ,gfcf,0.0,Single (Univariate)
SI03,gfcf,5173.452,Single (Univariate)
SI04,gfcf,6860.0522,Single (Univariate)
SK01,gfcf,7533.2393,Single (Univariate)
SK02,gfcf,5845.5723,Single (Univariate)
SK03,gfcf,3999.2832,Single (Univariate)
SK04,gfcf,3318.9414,Single (Univariate)
TR10,gfcf,0.0,Single (Univariate)
TR21,gfcf,0.0,Single (Univariate)
TR22,gfcf,0.0,Single (Univariate)
TR31,gfcf,0.0,Single (Univariate)
TR32,gfcf,0.0,Single (Univariate)
TR33,gfcf,0.0,Single (Univariate)
TR41,gfcf,0.0,Single (Univariate)
TR42,gfcf,0.0,Single (Univariate)
TR51,gfcf,0.0,Single (Univariate)
TR52,gfcf,0.0,Single (Univariate)
TR61,gfcf,0.0,Single (Univariate)
TR62,gfcf,0.0,Single (Univariate)
TR63,gfcf,0.0,Single (Univariate)
TR71,gfcf,0.0,Single (Univariate)
TR72,gfcf,0.0,Single (Univariate)
TR81,gfcf,0.0,Single (Univariate)
TR82,gfcf,0.0,Single (Univariate)
TR83,gfcf,0.0,Single (Univariate)
TR90,gfcf,0.0,Single (Univariate)
TRA1,gfcf,0.0,Single (Univariate)
TRA2,gfcf,0.0,Single (Univariate)
TRB1,gfcf,0.0,Single (Univariate)
TRB2,gfcf,0.0,Single (Univariate)
TRC1,gfcf,0.0,Single (Univariate)
TRC2,gfcf,0.0,Single (Univariate)
TRC3,gfcf,0.0,Single (Univariate)
AL01,gva,40.89656,Single (Univariate)
AL02,gva,144.18399,Single (Univariate)
AL03,gva,41.801575,Single (Univariate)
CH01,gva,0.0,Single (Univariate)
CH02,gva,0.0,Single (Univariate)
CH03,gva,0.0,Single (Univariate)
CH04,gva,0.0,Single (Univariate)
CH05,gva,0.0,Single (Univariate)
CH06,gva,0.0,Single (Univariate)
CH07,gva,0.0,Single (Univariate)
NO02,gva,398.57617,Single (Univariate)
NO06,gva,378.52344,Single (Univariate)
NO07,gva,384.4856,Single (Univariate)
NO08,gva,2540.0332,Single (Univariate)
NO09,gva,579.72266,Single (Univariate)
NO0A,gva,1090.5835,Single (Univariate)
NO0B,gva,4.7944508,Single (Univariate)
NOZZ,gva,0.102752686,Single (Univariate)
PLZZ,gva,0.0,Single (Univariate)
AL01,gva_sector_a,561.27014,Single (Univariate)
AL02,gva_sector_a,375.45834,Single (Univariate)
AL03,gva_sector_a,946.9312,Single (Univariate)
BEZZ,gva_sector_a,0.0,Single (Univariate)
CH01,gva_sector_a,827.08844,Single (Univariate)
CH02,gva_sector_a,990.86505,Single (Univariate)
CH03,gva_sector_a,315.74243,Single (Univariate)
CH04,gva_sector_a,312.20776,Single (Univariate)
CH05,gva_sector_a,747.0924,Single (Univariate)
CH06,gva_sector_a,458.96274,Single (Univariate)
CH07,gva_sector_a,70.70288,Single (Univariate)
DE11,gva_sector_a,956.40704,Single (Univariate)
DE12,gva_sector_a,426.67755,Single (Univariate)
DE13,gva_sector_a,638.1166,Single (Univariate)
DE14,gva_sector_a,696.8428,Single (Univariate)
DE21,gva_sector_a,1446.5138,Single (Univariate)
DE22,gva_sector_a,1169.1615,Single (Univariate)
DE23,gva_sector_a,657.0419,Single (Univariate)
DE24,gva_sector_a,444.36414,Single (Univariate)
DE25,gva_sector_a,531.4433,Single (Univariate)
DE26,gva_sector_a,685.78644,Single (Univariate)
DE27,gva_sector_a,1036.5996,Single (Univariate)
DE30,gva_sector_a,7.5299487,Single (Univariate)
DE40,gva_sector_a,1251.4727,Single (Univariate)
DE50,gva_sector_a,17.118876,Single (Univariate)
DE60,gva_sector_a,102.1828,Single (Univariate)
DE71,gva_sector_a,403.31976,Single (Univariate)
DE72,gva_sector_a,209.30515,Single (Univariate)
DE73,gva_sector_a,426.19284,Single (Univariate)
DE80,gva_sector_a,1935.5715,Single (Univariate)
DE91,gva_sector_a,801.70825,Single (Univariate)
DE92,gva_sector_a,1002.00287,Single (Univariate)
DE93,gva_sector_a,1724.4244,Single (Univariate)
DE94,gva_sector_a,2827.177,Single (Univariate)
DEA1,gva_sector_a,997.988,Single (Univariate)
DEA2,gva_sector_a,754.68427,Single (Univariate)
DEA3,gva_sector_a,1300.7408,Single (Univariate)
DEA4,gva_sector_a,632.0797,Single (Univariate)
DEA5,gva_sector_a,632.7223,Single (Univariate)
DEB1,gva_sector_a,428.5257,Single (Univariate)
DEB2,gva_sector_a,261.0187,Single (Univariate)
DEB3,gva_sector_a,1330.8649,Single (Univariate)
DEC0,gva_sector_a,63.1674,Single (Univariate)
DED2,gva_sector_a,618.4801,Single (Univariate)
DED4,gva_sector_a,607.61206,Single (Univariate)
DED5,gva_sector_a,361.7315,Single (Univariate)
DEE0,gva_sector_a,1932.9009,Single (Univariate)
DEF0,gva_sector_a,1685.6602,Single (Univariate)
DEG0,gva_sector_a,1277.5204,Single (Univariate)
FIZZ,gva_sector_a,0.0,Single (Univariate)
FR10,gva_sector_a,670.9736,Single (Univariate)
FRB0,gva_sector_a,3001.9468,Single (Univariate)
FRC1,gva_sector_a,2432.6692,Single (Univariate)
FRC2,gva_sector_a,807.028,Single (Univariate)
FRD1,gva_sector_a,1665.2234,Single (Univariate)
FRD2,gva_sector_a,1035.1316,Single (Univariate)
FRE1,gva_sector_a,1737.5183,Single (Univariate)
FRE2,gva_sector_a,1971.4357,Single (Univariate)
FRF1,gva_sector_a,1048.2162,Single (Univariate)
FRF2,gva_sector_a,3559.308,Single (Univariate)
FRF3,gva_sector_a,980.41406,Single (Univariate)
FRG0,gva_sector_a,3558.0837,Single (Univariate)
FRH0,gva_sector_a,4110.7847,Single (Univariate)
FRI1,gva_sector_a,3147.695,Single (Univariate)
FRI2,gva_sector_a,509.61264,Single (Univariate)
FRI3,gva_sector_a,2686.609,Single (Univariate)
FRJ1,gva_sector_a,1522.2771,Single (Univariate)
FRJ2,gva_sector_a,1617.0225,Single (Univariate)
FRK1,gva_sector_a,727.89453,Single (Univariate)
FRK2,gva_sector_a,2183.7896,Single (Univariate)
FRL0,gva_sector_a,1468.5529,Single (Univariate)
FRM0,gva_sector_a,129.13463,Single (Univariate)
FRY1,gva_sector_a,157.34637,Single (Univariate)
FRY2,gva_sector_a,194.2391,Single (Univariate)
FRY3,gva_sector_a,194.63194,Single (Univariate)
FRY4,gva_sector_a,403.5349,Single (Univariate)
FRY5,gva_sector_a,122.71163,Single (Univariate)
FRZZ,gva_sector_a,0.0,Single (Univariate)
IE04,gva_sector_a,890.98694,Single (Univariate)
IE05,gva_sector_a,3150.822,Single (Univariate)
IE06,gva_sector_a,1456.2635,Single (Univariate)
LVZZ,gva_sector_a,0.0,Single (Univariate)
NL11,gva_sector_a,627.4472,Single (Univariate)
NL12,gva_sector_a,796.8814,Single (Univariate)
NL13,gva_sector_a,680.74915,Single (Univariate)
NL21,gva_sector_a,974.53143,Single (Univariate)
NL22,gva_sector_a,1929.9347,Single (Univariate)
NL23,gva_sector_a,640.3454,Single (Univariate)
NL32,gva_sector_a,1467.2653,Single (Univariate)
NL34,gva_sector_a,747.3415,Single (Univariate)
NL41,gva_sector_a,2915.1428,Single (Univariate)
NL42,gva_sector_a,1259.977,Single (Univariate)
NLZZ,gva_sector_a,0.0,Single (Univariate)
NO02,gva_sector_a,0.0,Single (Univariate)
NO06,gva_sector_a,775.8267,Single (Univariate)
NO07,gva_sector_a,1833.9343,Single (Univariate)
NO08,gva_sector_a,0.0,Single (Univariate)
NO09,gva_sector_a,0.0,Single (Univariate)
NO0A,gva_sector_a,2003.3733,Single (Univariate)
NO0B,gva_sector_a,0.0,Single (Univariate)
NOZZ,gva_sector_a,0.0,Single (Univariate)
PL21,gva_sector_a,506.9134,Single (Univariate)
PL22,gva_sector_a,500.65833,Single (Univariate)
PL41,gva_sector_a,2154.971,Single (Univariate)
PL42,gva_sector_a,734.25775,Single (Univariate)
PL43,gva_sector_a,392.56674,Single (Univariate)
PL51,gva_sector_a,599.7235,Single (Univariate)
PL52,gva_sector_a,369.2871,Single (Univariate)
PL61,gva_sector_a,1051.4706,Single (Univariate)
PL62,gva_sector_a,1000.13586,Single (Univariate)
PL63,gva_sector_a,776.68207,Single (Univariate)
PL71,gva_sector_a,1273.9901,Single (Univariate)
PL72,gva_sector_a,574.13586,Single (Univariate)
PL81,gva_sector_a,1351.9187,Single (Univariate)
PL82,gva_sector_a,319.56845,Single (Univariate)
PL84,gva_sector_a,994.85114,Single (Univariate)
PL91,gva_sector_a,615.47974,Single (Univariate)
PL92,gva_sector_a,2940.263,Single (Univariate)
PLZZ,gva_sector_a,0.0,Single (Univariate)
PTZZ,gva_sector_a,0.0,Single (Univariate)
ROZZ,gva_sector_a,0.0,Single (Univariate)
RS11,gva_sector_a,217.01987,Single (Univariate)
RS12,gva_sector_a,1209.9769,Single (Univariate)
RS21,gva_sector_a,991.5436,Single (Univariate)
RS22,gva_sector_a,582.01666,Single (Univariate)
RSZZ,gva_sector_a,0.0,Single (Univariate)
SEZZ,gva_sector_a,0.0,Single (Univariate)
AL01,gva_sector_bde,422.10056,Single (Univariate)
AL02,gva_sector_bde,625.30194,Single (Univariate)
AL03,gva_sector_bde,428.27518,Single (Univariate)
BEZZ,gva_sector_bde,0.0,Single (Univariate)
CH01,gva_sector_bde,17075.406,Single (Univariate)
CH02,gva_sector_bde,30420.594,Single (Univariate)
CH03,gva_sector_bde,25990.314,Single (Univariate)
CH04,gva_sector_bde,15890.824,Single (Univariate)
CH05,gva_sector_bde,21410.902,Single (Univariate)
CH06,gva_sector_bde,14044.126,Single (Univariate)
CH07,gva_sector_bde,5922.9375,Single (Univariate)
DE11,gva_sector_bde,80517.05,Single (Univariate)
DE12,gva_sector_bde,35370.97,Single (Univariate)
DE13,gva_sector_bde,26919.934,Single (Univariate)
DE14,gva_sector_bde,29866.941,Single (Univariate)
DE21,gva_sector_bde,70076.664,Single (Univariate)
DE22,gva_sector_bde,18637.062,Single (Univariate)
DE23,gva_sector_bde,16378.017,Single (Univariate)
DE24,gva_sector_bde,11054.873,Single (Univariate)
DE25,gva_sector_bde,21036.814,Single (Univariate)
DE26,gva_sector_bde,14413.136,Single (Univariate)
DE27,gva_sector_bde,22050.82,Single (Univariate)
DE30,gva_sector_bde,14285.394,Single (Univariate)
DE40,gva_sector_bde,17010.953,Single (Univariate)
DE50,gva_sector_bde,7763.5737,Single (Univariate)
DE60,gva_sector_bde,17968.988,Single (Univariate)
DE71,gva_sector_bde,32124.293,Single (Univariate)
DE72,gva_sector_bde,9661.058,Single (Univariate)
DE73,gva_sector_bde,11444.538,Single (Univariate)
DE80,gva_sector_bde,8461.375,Single (Univariate)
DE91,gva_sector_bde,24724.334,Single (Univariate)
DE92,gva_sector_bde,16544.738,Single (Univariate)
DE93,gva_sector_bde,10606.411,Single (Univariate)
DE94,gva_sector_bde,26355.47,Single (Univariate)
DEA1,gva_sector_bde,40542.656,Single (Univariate)
DEA2,gva_sector_bde,35457.02,Single (Univariate)
DEA3,gva_sector_bde,21119.451,Single (Univariate)
DEA4,gva_sector_bde,22940.494,Single (Univariate)
DEA5,gva_sector_bde,34889.57,Single (Univariate)
DEB1,gva_sector_bde,12926.285,Single (Univariate)
DEB2,gva_sector_bde,4296.1826,Single (Univariate)
DEB3,gva_sector_bde,23898.295,Single (Univariate)
DEC0,gva_sector_bde,9219.439,Single (Univariate)
DED2,gva_sector_bde,13058.98,Single (Univariate)
DED4,gva_sector_bde,11036.986,Single (Univariate)
DED5,gva_sector_bde,6806.174,Single (Univariate)
DEE0,gva_sector_bde,18149.434,Single (Univariate)
DEF0,gva_sector_bde,19387.305,Single (Univariate)
DEG0,gva_sector_bde,18093.852,Single (Univariate)
FIZZ,gva_sector_bde,0.0,Single (Univariate)
FR10,gva_sector_bde,52125.594,Single (Univariate)
FRB0,gva_sector_bde,11761.317,Single (Univariate)
FRC1,gva_sector_bde,6637.738,Single (Univariate)
FRC2,gva_sector_bde,6583.1875,Single (Univariate)
FRD1,gva_sector_bde,6768.6587,Single (Univariate)
FRD2,gva_sector_bde,12084.852,Single (Univariate)
FRE1,gva_sector_bde,16686.043,Single (Univariate)
FRE2,gva_sector_bde,8240.29,Single (Univariate)
FRF1,gva_sector_bde,12038.608,Single (Univariate)
FRF2,gva_sector_bde,6621.4126,Single (Univariate)
FRF3,gva_sector_bde,9406.121,Single (Univariate)
FRG0,gva_sector_bde,19172.316,Single (Univariate)
FRH0,gva_sector_bde,14837.617,Single (Univariate)
FRI1,gva_sector_bde,12984.845,Single (Univariate)
FRI2,gva_sector_bde,2388.236,Single (Univariate)
FRI3,gva_sector_bde,7569.02,Single (Univariate)
FRJ1,gva_sector_bde,6466.6763,Single (Univariate)
FRJ2,gva_sector_bde,14662.928,Single (Univariate)
FRK1,gva_sector_bde,6384.922,Single (Univariate)
FRK2,gva_sector_bde,38194.477,Single (Univariate)
FRL0,gva_sector_bde,17049.82,Single (Univariate)
FRM0,gva_sector_bde,517.51746,Single (Univariate)
FRY1,gva_sector_bde,985.69104,Single (Univariate)
FRY2,gva_sector_bde,718.8584,Single (Univariate)
FRY3,gva_sector_bde,467.85565,Single (Univariate)
FRY4,gva_sector_bde,1403.9795,Single (Univariate)
FRY5,gva_sector_bde,192.25879,Single (Univariate)
FRZZ,gva_sector_bde,0.0,Single (Univariate)
IE04,gva_sector_bde,13350.189,Single (Univariate)
IE05,gva_sector_bde,124793.81,Single (Univariate)
IE06,gva_sector_bde,61729.36,Single (Univariate)
LVZZ,gva_sector_bde,0.0,Single (Univariate)
NL11,gva_sector_bde,10650.945,Single (Univariate)
NL12,gva_sector_bde,4717.44,Single (Univariate)
NL13,gva_sector_bde,2906.8276,Single (Univariate)
NL21,gva_sector_bde,9558.844,Single (Univariate)
NL22,gva_sector_bde,17238.797,Single (Univariate)
NL23,gva_sector_bde,2459.1597,Single (Univariate)
NL32,gva_sector_bde,14107.184,Single (Univariate)
NL34,gva_sector_bde,3484.5415,Single (Univariate)
NL41,gva_sector_bde,32852.434,Single (Univariate)
NL42,gva_sector_bde,8677.022,Single (Univariate)
NLZZ,gva_sector_bde,5455.161,Single (Univariate)
NO02,gva_sector_bde,0.0,Single (Univariate)
NO06,gva_sector_bde,2860.7905,Single (Univariate)
NO07,gva_sector_bde,0.0,Single (Univariate)
